0,奇经八脉中既称“血海”又称“经脉之海”的是什么？,冲脉,任脉,督脉,带脉,维脉,A,A
263,气滞病机，主要是指,元气耗损、脏腑功能衰退，抗病力下降,气机不畅、流通受阻、脏腑经络功能障碍,气机升降失常、脏腑之气逆上,气虚升举无力，脏腑位置下移,气的出入异常，或为闭阻，或为外散,B,B
264,气闭、气脱病机，主要是指,元气耗损、脏腑功能衰退，抗病力下降,气机不畅、流通受阻、脏腑经络功能障碍,气机升降失常、脏腑之气逆上,气虚升举无力，脏腑位置下移,气的出入异常，或为闭阻，或为外散,E,E
265,气陷的病机是指,元气耗损、脏腑功能衰退，抗病力下降,气机不畅、流通受阻、脏腑经络功能障碍,气机升降失常、脏腑之气逆上,气虚升举无力，脏腑位置下移,气的出入异常，或为闭阻，或为外散,D,D
266,血虚的病机，主要是指,血液不足或濡养功能减退,血液循行迟缓或不畅或瘀血停滞,血分有热，循行加速或迫血妄行,气血失和不荣经脉,血随气逆，咯血或衄血,A,A
267,血瘀的病机，主要是指,血液不足或濡养功能减退,血液循行迟缓或不畅或瘀血停滞,血分有热，循行加速或迫血妄行,气血失和不荣经脉,血随气逆，咯血或衄血,B,B
268,血热的病机，主要是指,血液不足或濡养功能减退,血液循行迟缓或不畅或瘀血停滞,血分有热，循行加速或迫血妄行,气血失和不荣经脉,血随气逆，咯血或衄血,C,C
269,对于血虚患者的治疗，常在补血的同时补气，其理论根据是,气能生血,津血同源,气能行血,气能行津,津能载气,A,A
270,亡血家不可发汗，其理论根据是,气能生血,津血同源,气能行血,气能行津,津能载气,B,B
271,太阳之经络气血衰竭，可见,戴眼反折瘼疭,耳聋百节皆纵，目曩绝系,面黑齿长而垢，腹胀闭,腹胀闭不得息，善噫善呕,口目动作，善惊妄言，色黄,A,A
272,少阴之经络气血衰竭，可见,戴眼反折瘼疭,耳聋百节皆纵，目曩绝系,面黑齿长而垢，腹胀闭,腹胀闭不得息，善噫善呕,口目动作，善惊妄言，色黄,C,A
273,正气不足的治则为,急则治标,缓则治本,逆治,从治,扶正,E,E
274,寒病见寒象，应用,急则治标,缓则治本,逆治,从治,扶正,C,A
275,寒病见热象，应用,急则治标,缓则治本,逆治,从治,扶正,D,A
276,用消导积滞的方法治疗食积腹泻属,热者寒之,寒者热之,热因热用,塞因塞用,通因通用,E,E
277,用温热药治疗寒证的方法属,热者寒之,寒者热之,热因热用,塞因塞用,通因通用,B,B
278,用温热药治疗阴盛格阳的方法属,热者寒之,寒者热之,热因热用,塞因塞用,通因通用,C,C
279,真虚假实，治宜,热因热用,寒因寒用,塞因塞用,通因通用,以上都不适用,C,C
280,真寒假热，治宜,热因热用,寒因寒用,塞因塞用,通因通用,以上都不适用,A,E
281,体现因时制宜的是,用寒远寒,热者寒之,寒因寒用,寒者热之,同病异治,A,E
282,体现因人制宜的是,用寒远寒,热者寒之,寒因寒用,寒者热之,同病异治,E,E
283,肝主疏泄的基本生理功能是,调畅情志活动,调畅全身气机,协助脾胃运化,促进血行和津液代谢,调节月经和精液的排泄,B,B
284,四肢肌肉强健有力主要取决于,心主血脉,肝主筋,肾主骨,脾主运化,肺主气,D,B
285,“主四肢”的脏是,肝,心,脾,肺,肾,C,A
286,脾在志为,怒,喜,思,悲,恐,C,C
287,肝其华在,爪,面,唇,毛,发,A,D
288,情志抑郁与下述哪项因素有关,心神不定,肝失疏泄,肺气不足,肝升太过,肝血亏虚,B,B
289,称为“先天之本”的是,肝,心,脾,肺,肾,E,E
290,成人牙齿过早松动脱落的主要原因是,肾阳虚衰,肾阴亏虚,肾气不固,肾精气不足,肾不纳气,D,C
291,称“肾之府”的部位是,膝,腰,腹,胸,背,B,B
292,“肾为气之根”主要是指肾的哪种功能,肾阴为一身阴气之根,肾阳为一身阳气之根,肾中精气为五脏之根,肾主纳气,肾主气化,D,D
293,狭义之精指的是,气,血,津,液,生殖之精,E,E
294,心的生理功能是,行血,藏血,生血,摄血,统血,A,A
295,主司二便的脏腑是,肝,心,脾,肺,肾,E,E
296,开窍于二阴的脏为,肝,心,脾,肺,肾,E,E
297,“主升清”是哪一个脏的生理功能,肝,心,脾,肺,肾,C,C
298,与“天癸”产生关系最为密切的物质是,心血,肺气,脾气,肝血,肾精,E,E
299,称“封藏之本”的脏是,肝,心,脾,肺,肾,E,E
300,具有“喜燥恶湿”特点的脏腑为,肝,心,脾,肺,肾,C,C
301,肝在窍为,舌,目,口,鼻,耳,B,B
302,“藏血”是哪脏的生理功能,肝,心,脾,肺,肾,A,A
303,称为“刚脏”的是,肝,心,脾,肺,肾,A,E
304,称为“水脏”的是,肝,心,脾,肺,肾,E,E
305,在水液代谢中起主宰作用的是,肝,心,脾,肺,肾,E,D
306,肺其华为,爪,面,唇,毛,发,D,B
307,《素问·水热穴论》中所称的“胃之关”为,肝,心,脾,肺,肾,E,C
308,胆汁生成主要依靠的物质是,肝之余气,肾中精气,水谷之气,肺之宗气,心之营气,A,C
309,六腑中既属六腑又属奇恒之府的是,胆,胃,大肠,小肠,膀胱,A,E
310,“七冲门”中，会厌的名称是,飞门,户门,吸门,贲门,幽门,C,B
311,“阑门”指的部位是,唇,齿,会厌,太仓下口,大肠与小肠的交接处,E,E
312,称“受盛之官”的腑是,胃,小肠,大肠,膀胱,三焦,B,B
313,“泌别清浊”是下述哪个脏腑的功能,胃,小肠,大肠,膀胱,胆,B,D
314,“中精之府”是指,胆,胃,小肠,大肠,膀胱,A,E
315,“水谷之海”指的是,胆,小肠,大肠,膀胱,胃,E,E
316,被称为“孤府”的脏腑是,胃,小肠,大肠,膀胱,三焦,E,A
317,元气运行的通道是,血脉,经脉,三焦,五脏,以上均非,C,B
318,水液代谢的道路是,肺,脾,肝,肾,三焦,E,E
319,与消化功能活动密切相关的脏腑是,肝、胆、小肠、大肠,肺、脾、胃、大肠,脾、胃、肾、膀胱,肝、胆、脾、胃,胃、大肠、小肠、胆,D,D
320,与脑的生理功能关系最密切的是,心肺肝,心肝脾,肺脾肾,心脾肾,心肝肾,E,D
321,与髓的关系密切的脏腑是,肝,心,脾,肺,肾,E,E
322,毛发荣枯与哪两种物质关系密切,精与气,津与液,气与血,气与津,精与血,E,C
323,月经来潮与下述哪组内容关系密切,心、肝、脾、冲脉、督脉,心、肺、肾、冲脉、带脉,心、肺、肾、冲脉、任脉,心、脾、冲脉、任脉、带脉,心、肝、脾、肾、冲脉、任脉,E,D
324,女子胞的功能与下述何脏关系较不密切,肝,心,脾,肺,肾,D,A
325,“气之主”指的是,心,肝,脾,肺,肾,D,A
326,“气之根”指的是,心,肝,脾,肺,肾,E,E
327,“生痰之源”指的是,肝,心,脾,肺,肾,C,C
328,“贮痰之器”指的是,肝,心,脾,肺,肾,D,C
329,“水之上源”指的是,肝,心,肺,脾,肾,C,C
330,“罢极之本”指的是,肝,心,肺,脾,肾,A,E
331,称三焦为“孤府”的依据是,无表里配合,形态似腑功能似脏,有名而无形,十二脏腑中唯它最大,总司人体气机与气化,D,A
332,“髓海”是指,脑,心,肾,肝,头,A,A
333,“精明之府”指的是,脑,心,肾,头,以上都不是,D,A
334,气血关系指的是下述哪两脏之间的关系,心与肺,心与脾,心与肝,心与肾,肺与肝,A,B
335,两脏同病多表现为气血两虚的是,心与肺,心与肝,心与脾,心与肾,肺与肝,C,C
336,“水火既济”指的是哪两脏之间的关系,心与肺,心与肾,脾与肾,肝与肾,肺与脾,B,B
337,“精血同源”是指下述哪两脏的关系,脾与肝,心与肾,肝与肾,肺与肾,脾与肾,C,B
338,两脏同病出现血虚多见于下述哪两个脏,心肺,心脾,心肝,肝肺,肝脾,C,C
339,与生殖功能关系密切的是,肝脾,心肾,脾肾,肺肾,肝肾,E,B
340,与呼吸运动关系密切的是,心肺,肝肺,脾肺,肾肺,以上都不是,D,A
341,以调节气机升降为主要关系的两脏为,肺与脾,肺与肝,肺与肾,肺与心,肝与脾,B,A
342,与气的生成关系密切的是,心肝肺,肺脾肾,肝肺肾,肝脾肺,肝脾肾,B,B
343,脏腑关系中，“燥湿相济”指的是哪种关系,心与小肠,肝与胆,脾与胃,肺与大肠,肾与膀胱,C,C
344,气机升降之枢，是指下述哪种升降关系,肺主呼气，肾主纳气,肝主升，肺主降,心火下济，肾水上承,脾气主升，胃气主降,以上都不是,D,B
345,与心相表里的是,胆,胃,小肠,大肠,膀胱,C,C
346,与肝相表里的是,胆,胃,大肠,小肠,膀胱,A,A
347,与小肠相表里的是,心,肝,脾,肺,肾,A,E
348,五脏主五液，下述哪个说法不确切,心在液为汗,肝在液为泪,脾在液为涎,肺在液为涕,肾在液为尿,E,E
349,“相煿之宫”指,肝,心,脾,肺,肾,D,C
350,“州都之官”指的是,胆,胃,大肠,小肠,膀胱,E,B
351,肺与大肠的关系体现在,肺主宣发，布津于大肠,肺主肃降，输送津液于大肠,肺主肃降，助大肠传导,肺主治节，调节大肠功能,以上都不是,C,B
352,“决渎之官”指的是,胃,大肠,小肠,膀胱,三焦,E,E
353,“传导之官”指的是,胆,胃,小肠,大肠,膀胱,D,C
354,“朝百脉”是哪个脏的功能,肝,肺,心,脾,肾,B,C
355,肝的生理功能是,统摄血液,推动血行,调节血量,下纳肺气,治节水液,C,B
356,“主纳气”是下述哪个脏的生理功能,肝,心,脾,肺,肾,E,D
357,心在窍为,目,舌,口,鼻,耳,B,C
358,心在体合,脉,肉,筋,皮,骨,A,A
359,心其华在,爪,唇,毛,发,面,E,E
360,心在液为,汗,泪,涎,涕,唾,A,A
361,肺在志为,喜,怒,思,忧,恐,D,C
362,以下哪项有误,心在液为汗,肝在液为泪,脾在液为涎,肺在液为涕,肾在液为尿,E,E
363,脾在体合,筋,脉,皮,肉,骨,D,C
364,肝在志为,怒,喜,思,忧,恐,A,A
365,肝在体合,筋,脉,皮,肉,骨,A,A
366,肝在窍为,目,舌,口,鼻,耳,A,A
367,“气之本”指的是,肝,心,脾,肺,肾,D,E
368,由清气与水谷之气相合构成的气是,元气,宗气,卫气,营气,真气,B,D
369,与气的生成关系最密切的是,肝,心,脾,肺,肾,C,C
370,与尿液排泄关系密切的是气的哪种功能,推动作用,温煦作用,固摄作用,防御作用,以上都不是,C,A
371,与人体生长发育关系密切的是气的何种功能,推动作用,固摄作用,温煦作用,防御作用,气化作用,A,A
372,出血可由气的哪种功能减退引起,推动作用,温煦作用,固摄作用,防御作用,气化作用,C,C
373,自汗、多尿或小便失禁可由气的哪项功能减退引起,推动作用,固摄作用,温煦作用,防御作用,气化作用,B,B
374,具有营养全身和化生血液作用的气是,元气,宗气,营气,卫气,精气,C,C
375,肾中精气化生的气是,元气,宗气,营气,卫气,脏腑之气,A,A
376,积于胸中的气是,元气,宗气,营气,卫气,谷气,B,B
377,具有推动呼吸和血行功能的气是,心气,肺气,营气,卫气,宗气,E,E
378,脉外之气是,元气,营气,卫气,宗气,精气,C,C
379,具有“慓疾滑利”特点的是,元气,宗气,营气,卫气,清气,D,D
380,能够化生血液的是,元气,宗气,营气,卫气,心气,C,C
381,能温养脏腑皮毛的是,元气,宗气,营气,卫气,脾气,D,D
382,能够主管声音、言语的气是,元气,宗气,营气,卫气,清气,B,B
